"date";"server";"position";"name";"race";"points"
"2026-01-11";"R3";"132";"GRINGO";"SSAK";"50185804"
"2026-01-11";"R3";"133";"KYSIO";"SSAK";"49835202"
"2026-01-11";"R3";"134";"BANIT";"SSAK";"48990927"
"2026-01-11";"R3";"135";"Pajzi";"KULTYSTA";"48962213"
"2026-01-11";"R3";"136";"Gines";"SSAK";"48535911"
"2026-01-11";"R3";"137";"Yamir";"SSAK";"48451565"
"2026-01-11";"R3";"138";"MEFREIZAN";"ŁAPACZ MYŚLI";"48058360"
"2026-01-11";"R3";"139";"neXtBD";"SSAK";"47734478"
"2026-01-11";"R3";"140";"Shakin";"SSAK";"47715529"
"2026-01-11";"R3";"141";"Warwind";"POTĘPIONY";"47673036"
"2026-01-11";"R3";"142";"kirek";"POTĘPIONY";"47026327"
"2026-01-11";"R3";"143";"STING";"POTĘPIONY";"46962626"
"2026-01-11";"R3";"144";"Sm0k";"SSAK";"46886587"
"2026-01-11";"R3";"145";"SnowOwl";"KULTYSTA";"46049725"
"2026-01-11";"R3";"146";"Kalipso";"ŁAPACZ MYŚLI";"44589156"
"2026-01-11";"R3";"147";"ηεqkat";"ŁAPACZ MYŚLI";"42902471"
"2026-01-11";"R3";"148";"BULTERIER";"WŁADCA ZWIERZĄT";"42708934"
"2026-01-11";"R3";"149";"Chirrut";"SSAK";"42662674"
"2026-01-11";"R3";"150";"Rumpelstiltskin";"WŁADCA ZWIERZĄT";"42457955"
"2026-01-11";"R3";"151";"Kriss";"KULTYSTA";"42309465"
"2026-01-11";"R3";"152";"kuczek";"KULTYSTA";"41109781"
"2026-01-11";"R3";"153";"Vokial";"ŁAPACZ MYŚLI";"38807937"
"2026-01-11";"R3";"154";"DOKTOR";"SSAK";"32732870"
"2026-01-11";"R3";"155";"Gibson";"ŁAPACZ MYŚLI";"30806728"
"2026-01-11";"R3";"156";"Landi";"KULTYSTA";"28917885"
"2026-01-11";"R3";"157";"SpartakuS";"SSAK";"27747767"
"2026-01-11";"R3";"158";"adagio";"POTĘPIONY";"25468472"
"2026-01-11";"R3";"159";"Bergkamp87";"ŁAPACZ MYŚLI";"25253446"
"2026-01-11";"R3";"160";"Baharroth";"ŁAPACZ MYŚLI";"25034433"
"2026-01-11";"R3";"161";"Jarrus";"ŁAPACZ MYŚLI";"24019972"
"2026-01-11";"R3";"162";"Destrukcja";"ŁAPACZ MYŚLI";"23304022"
"2026-01-11";"R3";"163";"Tytus de Zoo";"POTĘPIONY";"23171399"
"2026-01-11";"R3";"164";"Umberto";"KULTYSTA";"23126620"
"2026-01-11";"R3";"165";"Last";"ŁAPACZ MYŚLI";"22762504"
"2026-01-11";"R3";"166";"laura2";"KULTYSTA";"22145147"
"2026-01-11";"R3";"167";"Faryzeusz";"SSAK";"21457010"
"2026-01-11";"R3";"168";"Futerek";"WŁADCA ZWIERZĄT";"20739567"
"2026-01-11";"R3";"169";"M a n i a";"SSAK";"20591744"
"2026-01-11";"R3";"170";"ryuk";"WŁADCA ZWIERZĄT";"20207620"
"2026-01-11";"R3";"171";"ludwiczek84";"POTĘPIONY";"19586382"
"2026-01-11";"R3";"172";"KtoToTaki";"WŁADCA ZWIERZĄT";"19349447"
"2026-01-11";"R3";"173";"Zacpał";"SSAK";"18866133"
"2026-01-11";"R3";"174";"Jurii";"KULTYSTA";"18797189"
"2026-01-11";"R3";"175";"nynu";"ŁAPACZ MYŚLI";"18653767"
"2026-01-11";"R3";"176";"Björn Ironside";"SSAK";"18427343"
"2026-01-11";"R3";"177";"MrCienki";"POTĘPIONY";"17122224"
"2026-01-11";"R3";"178";"daemon II";"ŁAPACZ MYŚLI";"15606454"
"2026-01-11";"R3";"179";"akinoM";"POTĘPIONY";"15561090"
"2026-01-11";"R3";"180";"Andzia";"KULTYSTA";"15301618"
"2026-01-11";"R3";"181";"FaSiU";"ŁAPACZ MYŚLI";"14796748"
"2026-01-11";"R3";"182";"kanclerz";"POTĘPIONY";"14724493"
"2026-01-11";"R3";"183";"HubaR10";"SSAK";"14681402"
"2026-01-11";"R3";"184";"Corvinus";"ŁAPACZ MYŚLI";"14513320"
"2026-01-11";"R3";"185";"kontek";"SSAK";"14172943"
"2026-01-11";"R3";"186";"S C Y N T H I A";"ŁAPACZ MYŚLI";"14031296"
"2026-01-11";"R3";"187";"silvestro";"SSAK";"12267343"
"2026-01-11";"R3";"188";"Nefth";"ŁAPACZ MYŚLI";"12072463"
"2026-01-11";"R3";"189";"Pawcio";"WŁADCA ZWIERZĄT";"11871428"
"2026-01-11";"R3";"190";"Oxford";"SSAK";"11803806"
"2026-01-11";"R3";"191";"Suchy";"ŁAPACZ MYŚLI";"11449773"
"2026-01-11";"R3";"192";"Rio67";"POTĘPIONY";"11378408"
"2026-01-11";"R3";"193";"Bemo";"ŁAPACZ MYŚLI";"10642505"
"2026-01-11";"R3";"194";"oldavir_SokołyNT";"ŁAPACZ MYŚLI";"10591954"
"2026-01-11";"R3";"195";"C O R I N T H I A";"ŁAPACZ MYŚLI";"10465744"
"2026-01-11";"R3";"196";"Iker";"WŁADCA ZWIERZĄT";"10189370"
"2026-01-11";"R3";"197";"Rash";"POTĘPIONY";"9872572"
"2026-01-11";"R3";"198";"daemon";"SSAK";"9595534"
"2026-01-11";"R3";"199";"Archangel";"ŁAPACZ MYŚLI";"8918970"
"2026-01-11";"R3";"200";"Bellator";"SSAK";"8744124"
"2026-01-11";"R7";"1";"PornStar";"ŁAPACZ MYŚLI";"222450594"
"2026-01-11";"R7";"2";"Cohoru";"ŁAPACZ MYŚLI";"219925541"
"2026-01-11";"R7";"3";"Anubis";"ŁAPACZ MYŚLI";"218702408"
"2026-01-11";"R7";"4";"Lilo";"ŁAPACZ MYŚLI";"218522206"
"2026-01-11";"R7";"5";"szmycio";"ŁAPACZ MYŚLI";"216151314"
"2026-01-11";"R7";"6";"Pabalo666";"ŁAPACZ MYŚLI";"216107462"
"2026-01-11";"R7";"7";"Faraon0";"ŁAPACZ MYŚLI";"213035452"
"2026-01-11";"R7";"8";"DeStRukToRkA";"ŁAPACZ MYŚLI";"212400576"
"2026-01-11";"R7";"9";"salsoholik";"ŁAPACZ MYŚLI";"210380402"
"2026-01-11";"R7";"10";"Vadlez";"ŁAPACZ MYŚLI";"209049761"
"2026-01-11";"R7";"11";"WENECJANIN";"ŁAPACZ MYŚLI";"206589777"
"2026-01-11";"R7";"12";"DeviL";"ŁAPACZ MYŚLI";"205154045"
"2026-01-11";"R7";"13";"Damed";"ŁAPACZ MYŚLI";"202256708"
"2026-01-11";"R7";"14";"Rasta";"ŁAPACZ MYŚLI";"199439967"
"2026-01-11";"R7";"15";"Dizzy";"ŁAPACZ MYŚLI";"194526468"
"2026-01-11";"R7";"16";"jarijari";"ŁAPACZ MYŚLI";"192196296"
"2026-01-11";"R7";"17";"STRobal";"ŁAPACZ MYŚLI";"191380059"
"2026-01-11";"R7";"18";"jaszczurski";"ŁAPACZ MYŚLI";"189544747"
"2026-01-11";"R7";"19";"Sztywny Misza";"ŁAPACZ MYŚLI";"189536823"
"2026-01-11";"R7";"20";"The_Grim_Reaper";"ŁAPACZ MYŚLI";"189369518"
"2026-01-11";"R7";"21";"materia";"ŁAPACZ MYŚLI";"188959878"
"2026-01-11";"R7";"22";"Błajo";"ŁAPACZ MYŚLI";"188742329"
"2026-01-11";"R7";"23";"Smalec";"SSAK";"188125194"
"2026-01-11";"R7";"24";"Rey Mysterio";"ŁAPACZ MYŚLI";"186455570"
"2026-01-11";"R7";"25";"Gall_AnoniM";"ŁAPACZ MYŚLI";"183556687"
"2026-01-11";"R7";"26";"SoQ";"ŁAPACZ MYŚLI";"182231986"
"2026-01-11";"R7";"27";"KRUKUS";"ŁAPACZ MYŚLI";"182138829"
"2026-01-11";"R7";"28";"Kapitan Kox";"ŁAPACZ MYŚLI";"180458520"
"2026-01-11";"R7";"29";"Smirnoffia81";"ŁAPACZ MYŚLI";"179642728"
"2026-01-11";"R7";"30";"ᚦᛜᛖᛧᚢᛟᛠᚺᛜᚱ";"ŁAPACZ MYŚLI";"179119305"
"2026-01-11";"R7";"31";"DARMEN";"ŁAPACZ MYŚLI";"177205918"
"2026-01-11";"R7";"32";"Phaed";"ŁAPACZ MYŚLI";"177188140"
"2026-01-11";"R7";"33";"OMEGA DOOM";"ŁAPACZ MYŚLI";"176368702"
"2026-01-11";"R7";"34";"Cathbad";"WŁADCA ZWIERZĄT";"171753192"
"2026-01-11";"R7";"35";"Lancelot";"ŁAPACZ MYŚLI";"168539150"
"2026-01-11";"R7";"36";"wampirek";"ŁAPACZ MYŚLI";"168485954"
"2026-01-11";"R7";"37";"konieczkoo";"ŁAPACZ MYŚLI";"166799998"
"2026-01-11";"R7";"38";"geminix";"ŁAPACZ MYŚLI";"165193521"
"2026-01-11";"R7";"39";"DziQ";"ŁAPACZ MYŚLI";"164402390"
"2026-01-11";"R7";"40";"Smal3c";"ŁAPACZ MYŚLI";"161345994"
"2026-01-11";"R7";"41";"Muad";"ŁAPACZ MYŚLI";"159349631"
"2026-01-11";"R7";"42";"kogucik821";"ŁAPACZ MYŚLI";"156391351"
"2026-01-11";"R7";"43";"STR0bal";"ŁAPACZ MYŚLI";"154368231"
"2026-01-11";"R7";"44";"Aria0";"ŁAPACZ MYŚLI";"153648999"
"2026-01-11";"R7";"45";"Goku";"ŁAPACZ MYŚLI";"152758719"
"2026-01-11";"R7";"46";"steryd2000";"SSAK";"148993909"
"2026-01-11";"R7";"47";"drooopcia";"KULTYSTA";"145421675"
"2026-01-11";"R7";"48";"Scynaide";"ŁAPACZ MYŚLI";"144021729"
"2026-01-11";"R7";"49";"Kragg";"ŁAPACZ MYŚLI";"143682019"
"2026-01-11";"R7";"50";"Marcin37";"ŁAPACZ MYŚLI";"142063766"
"2026-01-11";"R7";"51";"Valandil";"WŁADCA ZWIERZĄT";"137070012"
"2026-01-11";"R7";"52";"TERRAMOTO";"ŁAPACZ MYŚLI";"136995023"
"2026-01-11";"R7";"53";"kauki";"KULTYSTA";"136826605"
"2026-01-11";"R7";"54";"Kenpachi_Z";"ŁAPACZ MYŚLI";"136218565"
"2026-01-11";"R7";"55";"Smoker997";"ŁAPACZ MYŚLI";"136075432"
"2026-01-11";"R7";"56";"koper";"POTĘPIONY";"131110167"
"2026-01-11";"R7";"57";"bel";"SSAK";"129836475"
"2026-01-11";"R7";"58";"snufkin";"SSAK";"126453302"
"2026-01-11";"R7";"59";"chmiel1983";"SSAK";"124159288"
"2026-01-11";"R7";"60";"euroo";"ŁAPACZ MYŚLI";"123695714"
"2026-01-11";"R7";"61";"W H I S P Σ R Σ R";"KULTYSTA";"123189502"
"2026-01-11";"R7";"62";"SOLON";"SSAK";"122581617"
"2026-01-11";"R7";"63";"Akino";"SSAK";"121786728"
"2026-01-11";"R7";"64";"xj220";"ŁAPACZ MYŚLI";"119334720"
"2026-01-11";"R7";"65";"slugabaala";"KULTYSTA";"119310433"
"2026-01-11";"R7";"66";"CzopekORG";"ŁAPACZ MYŚLI";"119157073"
"2026-01-11";"R7";"67";"Altair";"ŁAPACZ MYŚLI";"118204440"
"2026-01-11";"R7";"68";"Arshem";"WŁADCA ZWIERZĄT";"112854021"
"2026-01-11";"R7";"69";"Viner";"ŁAPACZ MYŚLI";"109873710"
"2026-01-11";"R7";"70";"Inkwizytor";"SSAK";"109842164"
"2026-01-11";"R7";"71";"Raguel";"SSAK";"108706845"
"2026-01-11";"R7";"72";"Satsuka";"SSAK";"107555823"
"2026-01-11";"R7";"73";"Mieciu";"ŁAPACZ MYŚLI";"107438924"
"2026-01-11";"R7";"74";"matios";"SSAK";"107377603"
"2026-01-11";"R7";"75";"Kartofkanka";"ŁAPACZ MYŚLI";"107260711"
"2026-01-11";"R7";"76";"Mikox";"ŁAPACZ MYŚLI";"105721799"
"2026-01-11";"R7";"77";"Midian";"SSAK";"104497272"
"2026-01-11";"R7";"78";"Underoath";"POTĘPIONY";"103223096"
"2026-01-11";"R7";"79";"Ciasteczkowy Potwór";"ŁAPACZ MYŚLI";"103219316"
"2026-01-11";"R7";"80";"Seyblor";"WŁADCA ZWIERZĄT";"102099515"
"2026-01-11";"R7";"81";"Spartakus";"SSAK";"100637270"
"2026-01-11";"R7";"82";"Kozak";"ŁAPACZ MYŚLI";"100618137"
"2026-01-11";"R7";"83";"kukula";"SSAK";"98608381"
"2026-01-11";"R7";"84";"Szakal";"SSAK";"98474348"
"2026-01-11";"R7";"85";"NEW0";"ŁAPACZ MYŚLI";"95737758"
"2026-01-11";"R7";"86";"Quba";"SSAK";"93892562"
"2026-01-11";"R7";"87";"Cath";"SSAK";"92372522"
"2026-01-11";"R7";"88";"uriel5";"ŁAPACZ MYŚLI";"92265940"
"2026-01-11";"R7";"89";"zybi";"SSAK";"91572747"
"2026-01-11";"R7";"90";"War_Machine";"WŁADCA ZWIERZĄT";"87875978"
"2026-01-11";"R7";"91";"Gohan";"ŁAPACZ MYŚLI";"86773015"
"2026-01-11";"R7";"92";"Resurrected";"SSAK";"80599678"
"2026-01-11";"R7";"93";"jan_krusz";"ŁAPACZ MYŚLI";"80112110"
"2026-01-11";"R7";"94";"baznik";"ŁAPACZ MYŚLI";"78966862"
"2026-01-11";"R7";"95";"mosquito";"ŁAPACZ MYŚLI";"78709292"
"2026-01-11";"R7";"96";"Joscelin";"POTĘPIONY";"78697022"
"2026-01-11";"R7";"97";"JedzBudyn";"ŁAPACZ MYŚLI";"77363982"
"2026-01-11";"R7";"98";"Canis Majoris";"KULTYSTA";"74177994"
"2026-01-11";"R7";"99";"wspn";"POTĘPIONY";"73969413"
"2026-01-11";"R7";"100";"ozii";"ŁAPACZ MYŚLI";"73830478"
"2026-01-11";"R7";"101";"Jegorek";"KULTYSTA";"72950080"
"2026-01-11";"R7";"102";"cl9vius";"SSAK";"71111392"
"2026-01-11";"R7";"103";"Diabliczkaa";"SSAK";"71044245"
"2026-01-11";"R7";"104";"Verbatim";"ŁAPACZ MYŚLI";"70132399"
"2026-01-11";"R7";"105";"Frsh";"SSAK";"69904312"
"2026-01-11";"R7";"106";"RHood";"WŁADCA ZWIERZĄT";"69745917"
"2026-01-11";"R7";"107";"wdowis";"SSAK";"69545214"
"2026-01-11";"R7";"108";"Rimmin";"SSAK";"67819631"
"2026-01-11";"R7";"109";"Otti";"SSAK";"67035886"
"2026-01-11";"R7";"110";"Abdi_MRCK";"POTĘPIONY";"65543262"
"2026-01-11";"R7";"111";"SirGorash";"ŁAPACZ MYŚLI";"63837739"
"2026-01-11";"R7";"112";"ratman";"POTĘPIONY";"62176663"
"2026-01-11";"R7";"113";"CYD";"SSAK";"61705805"
"2026-01-11";"R7";"114";"Lars";"SSAK";"61638732"
"2026-01-11";"R7";"115";"hiena";"ŁAPACZ MYŚLI";"60172566"
"2026-01-11";"R7";"116";"Triton";"ŁAPACZ MYŚLI";"58831721"
"2026-01-11";"R7";"117";"Huri-Khan";"POTĘPIONY";"58135075"
"2026-01-11";"R7";"118";"Chaos";"SSAK";"55507770"
"2026-01-11";"R7";"119";"Lagertha.The.Queen";"SSAK";"52652563"
"2026-01-11";"R7";"120";"puchacz78";"SSAK";"51537901"
"2026-01-11";"R7";"121";"Daemon";"WŁADCA ZWIERZĄT";"50770995"
"2026-01-11";"R7";"122";"Uraninit54";"SSAK";"49959380"
"2026-01-11";"R7";"123";"Kademar";"WŁADCA ZWIERZĄT";"49230835"
"2026-01-11";"R7";"124";"Vovin";"KULTYSTA";"48038892"
"2026-01-11";"R7";"125";"fuego";"SSAK";"44862096"
"2026-01-11";"R7";"126";"ERGE";"ŁAPACZ MYŚLI";"44505029"
"2026-01-11";"R7";"127";"Selkie";"SSAK";"44271798"
"2026-01-11";"R7";"128";"maxandy";"WŁADCA ZWIERZĄT";"43919909"
"2026-01-11";"R7";"129";"erge85";"ŁAPACZ MYŚLI";"43647842"
"2026-01-11";"R7";"130";"Lance";"WŁADCA ZWIERZĄT";"42245606"
"2026-01-11";"R7";"131";"G180N";"SSAK";"41917710"
"2026-01-11";"R7";"132";"hortas";"POTĘPIONY";"41135491"
"2026-01-11";"R7";"133";"error404_BioX";"WŁADCA ZWIERZĄT";"37803307"
"2026-01-11";"R7";"134";"Andzila";"WŁADCA ZWIERZĄT";"37672259"
"2026-01-11";"R7";"135";"gmarco";"WŁADCA ZWIERZĄT";"37457806"
"2026-01-11";"R7";"136";"Sethraliss";"WŁADCA ZWIERZĄT";"35396424"
"2026-01-11";"R7";"137";"Emila1985";"WŁADCA ZWIERZĄT";"34563079"
"2026-01-11";"R7";"138";"nemo7";"SSAK";"32875959"
"2026-01-11";"R7";"139";"Biskup";"SSAK";"32132742"
"2026-01-11";"R7";"140";"Jurgen";"KULTYSTA";"31712693"
"2026-01-11";"R7";"141";"FROST";"SSAK";"30393921"
"2026-01-11";"R7";"142";"Razor66";"SSAK";"29361217"
"2026-01-11";"R7";"143";"Damon Salvatore";"SSAK";"28582785"
"2026-01-11";"R7";"144";"Jutro";"ŁAPACZ MYŚLI";"28184154"
"2026-01-11";"R7";"145";"Piekielny";"KULTYSTA";"28044082"
"2026-01-11";"R7";"146";"SpartuS";"SSAK";"26379928"
"2026-01-11";"R7";"147";"luka";"POTĘPIONY";"25498186"
"2026-01-11";"R7";"148";"Daimon Frey";"KULTYSTA";"25068501"
"2026-01-11";"R7";"149";"LILITH_DEVLIN";"ŁAPACZ MYŚLI";"24596484"
"2026-01-11";"R7";"150";"kreska";"ŁAPACZ MYŚLI";"23223703"
"2026-01-11";"R7";"151";"Makavelli";"POTĘPIONY";"22612271"
"2026-01-11";"R7";"152";"DonKrzysio";"SSAK";"19268188"
"2026-01-11";"R7";"153";"lu12";"SSAK";"16180054"
"2026-01-11";"R7";"154";"mick666";"SSAK";"15839785"
"2026-01-11";"R7";"155";"Karfin";"POTĘPIONY";"15216017"
"2026-01-11";"R7";"156";"ML2001";"POTĘPIONY";"15067635"
"2026-01-11";"R7";"157";"Thorinos";"SSAK";"15061182"
"2026-01-11";"R7";"158";"Furiosa";"POTĘPIONY";"14114474"
"2026-01-11";"R7";"159";"wilgoo";"SSAK";"13674182"
"2026-01-11";"R7";"160";"nieznany";"WŁADCA ZWIERZĄT";"11435031"
"2026-01-11";"R7";"161";"dziobaldo";"POTĘPIONY";"11349584"
"2026-01-11";"R7";"162";"Agregat";"KULTYSTA";"10442978"
"2026-01-11";"R7";"163";"Crom";"ŁAPACZ MYŚLI";"10431540"
"2026-01-11";"R7";"164";"Zyz1o";"SSAK";"9840504"
"2026-01-11";"R7";"165";"zQt";"KULTYSTA";"9635333"
"2026-01-11";"R7";"166";"Telefexa";"ŁAPACZ MYŚLI";"9511763"
"2026-01-11";"R7";"167";"Sprytny";"SSAK";"9501131"
"2026-01-11";"R7";"168";"slowisla1";"POTĘPIONY";"9451434"
"2026-01-11";"R7";"169";"antyana";"ŁAPACZ MYŚLI";"8450190"
"2026-01-11";"R7";"170";"kokop";"ŁAPACZ MYŚLI";"8273365"
"2026-01-11";"R7";"171";"wh1sky";"SSAK";"7766181"
"2026-01-11";"R7";"172";"isfandijar";"SSAK";"6344666"
"2026-01-11";"R7";"173";"Maverick555";"POTĘPIONY";"6219198"
"2026-01-11";"R7";"174";"LawendowyRycerz";"SSAK";"6073865"
"2026-01-11";"R7";"175";"Asche";"KULTYSTA";"6002636"
"2026-01-11";"R7";"176";"frader";"WŁADCA ZWIERZĄT";"5725329"
"2026-01-11";"R7";"177";"Stefan Salvatore";"SSAK";"5694948"
"2026-01-11";"R7";"178";"Khaydar";"KULTYSTA";"5494840"
"2026-01-11";"R7";"179";"Kurgan";"WŁADCA ZWIERZĄT";"5452795"
"2026-01-11";"R7";"180";"słabnąca_złotówka";"ŁAPACZ MYŚLI";"5224414"
"2026-01-11";"R7";"181";"picolo";"WŁADCA ZWIERZĄT";"5162430"
"2026-01-11";"R7";"182";"ep_kosiarz_odrostów";"SSAK";"4372669"
"2026-01-11";"R7";"183";"ReGaNoo_ItAlIaNoo";"SSAK";"4365990"
"2026-01-11";"R7";"184";"Astaroth666";"ŁAPACZ MYŚLI";"4188522"
"2026-01-11";"R7";"185";"Boombardier";"WŁADCA ZWIERZĄT";"4140219"
"2026-01-11";"R7";"186";"Thunder";"SSAK";"3701235"
"2026-01-11";"R7";"187";"Earisu";"SSAK";"3451520"
"2026-01-11";"R7";"188";"Xalen";"SSAK";"3124136"
"2026-01-11";"R7";"189";"Tenenit";"SSAK";"3121111"
"2026-01-11";"R7";"190";"Syllas";"ŁAPACZ MYŚLI";"2942819"
"2026-01-11";"R7";"191";"SheerGhar";"ŁAPACZ MYŚLI";"2902014"
"2026-01-11";"R7";"192";"Czarny_Rycerz";"ŁAPACZ MYŚLI";"2761983"
"2026-01-11";"R7";"193";"BaskerBill";"WŁADCA ZWIERZĄT";"2709426"
"2026-01-11";"R7";"194";"PretoriaN88";"SSAK";"2666763"
"2026-01-11";"R7";"195";"SALOME43";"ŁAPACZ MYŚLI";"2648257"
"2026-01-11";"R7";"196";"Thibbledorf Pwent";"KULTYSTA";"2587123"
"2026-01-11";"R7";"197";"Piotsze";"KULTYSTA";"2560548"
"2026-01-11";"R7";"198";"fauscik";"ŁAPACZ MYŚLI";"2545704"
"2026-01-11";"R7";"199";"Rake";"POTĘPIONY";"2464277"
"2026-01-11";"R7";"200";"RobertNH";"ŁAPACZ MYŚLI";"2258800"
"2026-01-11";"R14";"1";"pคຖ p໐ຖนrฯ";"ŁAPACZ MYŚLI";"225925178"
"2026-01-11";"R14";"2";"Tuliś";"ŁAPACZ MYŚLI";"224794099"
"2026-01-11";"R14";"3";"Sαɳƚι-Sҽɳραι";"ŁAPACZ MYŚLI";"221954131"
"2026-01-11";"R14";"4";"Ragnar";"ŁAPACZ MYŚLI";"220028342"
"2026-01-11";"R14";"5";"Zord";"ŁAPACZ MYŚLI";"219853494"
"2026-01-11";"R14";"6";"Chycek";"ŁAPACZ MYŚLI";"219831276"
"2026-01-11";"R14";"7";"Drøp Sensem Życia";"ŁAPACZ MYŚLI";"219332991"
"2026-01-11";"R14";"8";"fidel0001";"ŁAPACZ MYŚLI";"219174001"
"2026-01-11";"R14";"9";"MrTomb";"ŁAPACZ MYŚLI";"218283115"
"2026-01-11";"R14";"10";"Kokesz";"ŁAPACZ MYŚLI";"217514051"
"2026-01-11";"R14";"11";"ꜱᴀʟᴇᴍ";"ŁAPACZ MYŚLI";"217476776"
"2026-01-11";"R14";"12";"Kankajawo";"ŁAPACZ MYŚLI";"217144999"
"2026-01-11";"R14";"13";"Oblegard";"ŁAPACZ MYŚLI";"215932311"
"2026-01-11";"R14";"14";"K O S M O S";"ŁAPACZ MYŚLI";"215556644"
"2026-01-11";"R14";"15";"Rosaa";"ŁAPACZ MYŚLI";"214834660"
"2026-01-11";"R14";"16";"Shinok";"ŁAPACZ MYŚLI";"214137786"
"2026-01-11";"R14";"17";"Racuu";"ŁAPACZ MYŚLI";"214110212"
"2026-01-11";"R14";"18";"InForTheKill";"ŁAPACZ MYŚLI";"214036521"
"2026-01-11";"R14";"19";"Ponczkins_Debesciak";"ŁAPACZ MYŚLI";"212743136"
"2026-01-11";"R14";"20";"D-Wade";"ŁAPACZ MYŚLI";"212470239"
"2026-01-11";"R14";"21";"anioł śmierci";"ŁAPACZ MYŚLI";"212416830"
"2026-01-11";"R14";"22";"ѕєzαмєк";"ŁAPACZ MYŚLI";"211484017"
"2026-01-11";"R14";"23";"ToTylkoJa";"ŁAPACZ MYŚLI";"210796269"
"2026-01-11";"R14";"24";"Rui";"ŁAPACZ MYŚLI";"210724169"
"2026-01-11";"R14";"25";"Pinkii";"ŁAPACZ MYŚLI";"210644985"
"2026-01-11";"R14";"26";"Ramon70";"ŁAPACZ MYŚLI";"210548330"
"2026-01-11";"R14";"27";"velasca";"ŁAPACZ MYŚLI";"210525806"
"2026-01-11";"R14";"28";"L U K A";"ŁAPACZ MYŚLI";"209406808"
"2026-01-11";"R14";"29";"firek";"ŁAPACZ MYŚLI";"209405002"
"2026-01-11";"R14";"30";"rodgar66";"ŁAPACZ MYŚLI";"208517058"
"2026-01-11";"R14";"31";"Lacuna";"ŁAPACZ MYŚLI";"207401545"
"2026-01-11";"R14";"32";"KATAF";"ŁAPACZ MYŚLI";"207121954"
"2026-01-11";"R14";"33";"ΛMΛПIƬΛ";"ŁAPACZ MYŚLI";"207033233"
"2026-01-11";"R14";"34";"Meblarz";"ŁAPACZ MYŚLI";"206956205"
"2026-01-11";"R14";"35";"darro";"ŁAPACZ MYŚLI";"206822693"
"2026-01-11";"R14";"36";"SMOG";"ŁAPACZ MYŚLI";"206536073"
"2026-01-11";"R14";"37";"Żelka";"ŁAPACZ MYŚLI";"205531524"
"2026-01-11";"R14";"38";"ℤ ａｆｉｒａ";"ŁAPACZ MYŚLI";"205078761"
"2026-01-11";"R14";"39";"Klęcznik Pani Mysi";"ŁAPACZ MYŚLI";"204673132"
"2026-01-11";"R14";"40";"over86";"ŁAPACZ MYŚLI";"204544563"
"2026-01-11";"R14";"41";"Xavius";"ŁAPACZ MYŚLI";"204438281"
"2026-01-11";"R14";"42";"Tygrysek";"ŁAPACZ MYŚLI";"204083504"
"2026-01-11";"R14";"43";"stejsi";"ŁAPACZ MYŚLI";"204059659"
"2026-01-11";"R14";"44";"STRAD";"ŁAPACZ MYŚLI";"203673029"
"2026-01-11";"R14";"45";"Gadzina";"ŁAPACZ MYŚLI";"203257789"
"2026-01-11";"R14";"46";"Ojek 007";"ŁAPACZ MYŚLI";"202362782"
"2026-01-11";"R14";"47";"Kozik149";"ŁAPACZ MYŚLI";"199501517"
"2026-01-11";"R14";"48";"trecko";"ŁAPACZ MYŚLI";"197738272"
"2026-01-11";"R14";"49";"Levrone";"ŁAPACZ MYŚLI";"196630942"
"2026-01-11";"R14";"50";"Brzydall";"ŁAPACZ MYŚLI";"193967767"
"2026-01-11";"R14";"51";"Ruito";"ŁAPACZ MYŚLI";"193927917"
"2026-01-11";"R14";"52";"The_Grim_Reaper";"ŁAPACZ MYŚLI";"193565242"
"2026-01-11";"R14";"53";"IbisK";"ŁAPACZ MYŚLI";"193239665"
"2026-01-11";"R14";"54";"Tra La La";"ŁAPACZ MYŚLI";"191534325"
"2026-01-11";"R14";"55";"Rebus";"ŁAPACZ MYŚLI";"191129465"
"2026-01-11";"R14";"56";"Drakula";"ŁAPACZ MYŚLI";"190573365"
"2026-01-11";"R14";"57";"pawlik";"ŁAPACZ MYŚLI";"188161913"
"2026-01-11";"R14";"58";"Puchatka";"ŁAPACZ MYŚLI";"187260629"
"2026-01-11";"R14";"59";"GuFi";"ŁAPACZ MYŚLI";"186204723"
"2026-01-11";"R14";"60";"Sztywny Misza";"ŁAPACZ MYŚLI";"185666083"
"2026-01-11";"R14";"61";"kabanos";"ŁAPACZ MYŚLI";"184663543"
"2026-01-11";"R14";"62";"slawek2000";"ŁAPACZ MYŚLI";"181220969"
"2026-01-11";"R14";"63";"Pan Reddemon";"ŁAPACZ MYŚLI";"180336907"
"2026-01-11";"R14";"64";"Killermax";"ŁAPACZ MYŚLI";"179934802"
"2026-01-11";"R14";"65";"ηϵϑκατ";"ŁAPACZ MYŚLI";"178871832"
"2026-01-11";"R14";"66";"Walteer";"ŁAPACZ MYŚLI";"177837254"
"2026-01-11";"R14";"67";"Rodzynki w Serniku";"ŁAPACZ MYŚLI";"177298390"
"2026-01-11";"R14";"68";"King Bruce Franus";"ŁAPACZ MYŚLI";"176870020"
"2026-01-11";"R14";"69";"Defakto";"ŁAPACZ MYŚLI";"174937525"
"2026-01-11";"R14";"70";"pablo308";"ŁAPACZ MYŚLI";"171385647"
"2026-01-11";"R14";"71";"Magia";"ŁAPACZ MYŚLI";"170224481"
"2026-01-11";"R14";"72";"PabloEscobar";"SSAK";"169994671"
